candidate_id,gender,resume_gender_signal,years_experience,education_level,programming_skill,leadership_score,communication_score,company_tier,project_experience,interview_score,hired
C1439,Male,0.878,5,1,48,36,81,2,2,62,1
C1440,Male,0.726,7,0,47,76,63,2,4,57,1
C1441,Female,0.301,5,2,84,60,67,1,3,62,1
C1442,Male,0.547,4,1,81,76,81,4,1,86,1
C1443,Male,0.762,4,2,73,58,53,2,5,65,1
C1444,Male,0.888,3,1,84,22,70,1,4,50,1
C1445,Female,0.3,7,1,49,57,60,2,5,51,0
C1446,Male,0.9,0,0,71,75,59,2,4,72,0
C1447,Male,0.844,5,3,62,46,51,2,0,83,1
C1448,Female,0.229,0,2,80,54,85,2,5,67,1
C1449,Female,0.419,7,2,62,57,56,1,3,74,1
C1450,Male,0.657,0,1,58,16,71,1,5,72,1
C1451,Male,0.673,7,1,74,85,35,3,5,85,1
C1452,Male,0.809,3,2,80,46,78,1,4,31,0
C1453,Female,0.0,0,1,52,67,76,3,1,73,1
C1454,Male,0.526,5,2,63,58,63,1,0,78,0
C1455,Male,0.868,2,2,45,78,58,3,5,41,1
C1456,Female,0.123,4,2,20,66,67,2,1,48,1
C1457,Male,0.788,2,2,68,56,94,2,2,49,0
C1458,Male,1.0,0,1,75,46,37,1,0,51,1
C1459,Male,0.698,2,1,69,71,72,1,0,55,0
C1460,Male,0.746,5,3,29,31,49,1,4,66,0
C1461,Male,0.741,5,0,58,69,61,1,5,76,1
C1462,Male,0.789,0,2,25,43,58,2,2,80,0
C1463,Male,0.751,3,2,89,78,56,2,4,49,1
C1464,Male,0.589,2,1,45,62,61,2,3,49,0
C1465,Female,0.113,3,3,87,69,46,3,1,84,0
C1466,Male,0.785,3,1,82,61,76,2,1,73,0
C1467,Female,0.306,7,1,48,33,36,2,4,64,0
C1468,Male,1.0,1,1,44,47,69,2,1,70,1
C1469,Female,0.185,0,1,71,70,57,2,5,62,1
C1470,Female,0.188,4,1,49,62,45,2,1,71,0
C1471,Male,0.696,5,1,66,77,64,3,5,57,1
C1472,Female,0.285,5,2,56,66,40,1,3,67,0
C1473,Female,0.376,0,2,32,45,62,1,2,38,0
C1474,Male,0.775,7,1,24,48,42,2,0,51,0
C1475,Male,0.601,6,1,69,61,68,1,4,52,1
C1476,Male,0.725,6,2,54,25,49,3,4,57,1
C1477,Female,0.192,6,1,55,85,55,3,5,48,0
C1478,Female,0.166,7,1,77,66,66,1,3,54,0
C1479,Female,0.193,4,1,86,78,51,1,3,38,0
C1480,Male,0.903,5,1,60,36,61,2,0,71,1
C1481,Female,0.0,0,1,58,78,40,2,2,61,0
C1482,Male,0.816,7,3,74,93,70,1,4,35,1
C1483,Male,0.929,5,1,40,40,86,3,5,49,1
C1484,Male,0.675,3,1,69,71,100,2,3,68,1
C1485,Male,0.675,2,1,74,60,63,2,4,54,0
C1486,Male,0.52,2,1,77,36,73,1,5,51,0
C1487,Male,1.0,7,2,30,67,37,3,1,61,1
C1488,Male,0.692,5,2,51,72,83,1,4,68,0
C1489,Male,0.836,1,2,49,50,72,3,2,40,0
C1490,Male,0.891,4,1,66,77,55,2,5,71,1
C1491,Male,1.0,6,2,73,34,79,2,2,50,1
C1492,Male,0.777,4,2,91,37,58,3,4,62,0
C1493,Male,0.719,4,2,56,62,55,3,1,62,0
C1494,Male,0.826,7,1,56,60,68,2,2,54,1
C1495,Male,0.993,3,0,85,49,47,1,3,46,1
C1496,Male,0.774,4,1,70,72,76,3,5,58,1
C1497,Male,0.657,2,2,87,67,47,2,4,89,0
C1498,Male,0.569,3,1,70,72,47,1,1,41,0
C1499,Male,0.617,0,1,44,58,49,4,3,90,0
C1500,Female,0.452,4,2,41,69,72,1,4,58,1
